Ticker,Month,Mean Return,Standard Deviation,Count,Positive Probability,Kelly Size
SOXL,Dec,4.031780082565729,17.949801525159497,14.0,0.5714285714285714,-1.336605082360332
TSLL,Jan,61.600009621556715,,1.0,1.0,
TSLL,Feb,27.722750270617325,,1.0,1.0,
TSLL,Mar,-0.46346772254175495,,1.0,0.0,
TSLL,Apr,-30.49256112672919,,1.0,0.0,
TSLL,May,36.55793750499363,,1.0,1.0,
TSLL,Jun,43.58937302189374,,1.0,1.0,
TSLL,Jul,1.8150510042682422,,1.0,1.0,
TSLL,Aug,-6.508196345608019,,1.0,0.0,
TSLL,Sep,-6.177591779859421,0.6308196720633361,2.0,0.0,0.1021141724061429
TSLL,Oct,-25.68887290499427,4.990714859430955,2.0,0.0,0.19427535329744622
TSLL,Nov,3.107908452758334,36.416749669238385,2.0,0.5,-5.3587230323527955
TSLL,Dec,-23.19177412396212,39.38380367830564,2.0,0.5,1.3490899287781017
NVDL,Jan,52.21335014477779,,1.0,1.0,
NVDL,Feb,27.365079804540816,,1.0,1.0,
NVDL,Mar,29.5185829910543,,1.0,1.0,
NVDL,Apr,-0.9770621570324045,,1.0,0.0,
NVDL,May,55.619913005360935,,1.0,1.0,
NVDL,Jun,16.140583957428547,,1.0,1.0,
NVDL,Jul,15.072397326674803,,1.0,1.0,
NVDL,Aug,6.858495686038846,,1.0,1.0,
NVDL,Sep,-18.106352514103886,,1.0,0.0,
NVDL,Oct,-10.512677571883577,,1.0,0.0,
NVDL,Nov,21.88858317657243,,1.0,1.0,
NVDL,Dec,7.813688129153329,,1.0,0.5,
