Ticker,Month,Mean Return,Standard Deviation,Count,Positive Probability,Kelly Size
TQQQ,Dec,0.04491182162158479,13.673097700515614,14.0,0.5714285714285714,-129.9042191072753
SQQQ,Jan,-6.593940957501977,16.671646027600154,13.0,0.3076923076923077,2.058073280577309
SQQQ,Feb,-4.608948152571926,10.250705584722095,13.0,0.2857142857142857,1.8743484638683472
SQQQ,Mar,-8.932937052924308,11.054902631186721,14.0,0.21428571428571427,1.1866417124353246
SQQQ,Apr,-4.354956717794347,18.318763060032982,14.0,0.21428571428571427,3.5193274783225412
SQQQ,May,-2.7768193492831625,15.545512907141445,14.0,0.35714285714285715,3.95606045122892
SQQQ,Jun,-2.203720443305977,14.150965467335972,14.0,0.5,3.710698868434278
SQQQ,Jul,-13.301620319948594,8.009453388002322,14.0,0.0,0.6021411824535732
SQQQ,Aug,-2.5746932248532746,13.386078525127598,14.0,0.5,3.099548248294792
SQQQ,Sep,2.833288023691184,15.908238825425805,14.0,0.6428571428571429,-1.3624151128105573
SQQQ,Oct,-7.604599474180462,16.318938377355746,14.0,0.35714285714285715,1.7366693049653135
SQQQ,Nov,-9.491466892184063,9.750238085730372,14.0,0.07142857142857142,1.0253161644658213
SQQQ,Dec,-0.7270912384257276,13.682282709358853,14.0,0.35714285714285715,12.45432228313398
SOXL,Jan,9.196211488481552,25.41771981448527,13.0,0.6153846153846154,-0.4476668482250501
SOXL,Feb,8.268693078434024,12.709943597081272,13.0,0.7692307692307693,0.4145116039168916
SOXL,Mar,0.4455599187613639,20.8203699994865,13.0,0.5,-22.86427618687759
SOXL,Apr,-2.962408249729233,21.662053462183977,14.0,0.35714285714285715,5.057914872070604
SOXL,May,9.360994643003185,25.9457254013456,14.0,0.7142857142857143,-0.07762419305787172
SOXL,Jun,-1.8658453016460341,23.580189218076875,14.0,0.42857142857142855,7.650174327275874
SOXL,Jul,9.49694489478283,19.093765603853143,14.0,0.6428571428571429,-0.0751845091611042
SOXL,Aug,-4.458414627237584,18.397397291457448,14.0,0.5,2.5632218882316473
SOXL,Sep,-1.2465790209898775,20.454620649198212,14.0,0.35714285714285715,10.905530698876843
SOXL,Oct,6.452457766657937,21.45870485140644,14.0,0.5714285714285714,-0.8538558900958153
SOXL,Nov,20.17787399116212,23.194993272260582,14.0,0.8571428571428571,0.6929248394806823
SOXL,Dec,4.031781286902898,17.94979911199652,14.0,0.5714285714285714,-1.3366042558947282
TSLL,Jan,61.600035885811934,,1.0,1.0,
TSLL,Feb,27.722760327937014,,1.0,1.0,
TSLL,Mar,-0.46347556038305315,,1.0,0.0,
TSLL,Apr,-30.492569037731045,,1.0,0.0,
TSLL,May,36.55791890280331,,1.0,1.0,
TSLL,Jun,43.58942559372374,,1.0,1.0,
TSLL,Jul,1.815039184665479,,1.0,1.0,
TSLL,Aug,-6.508207747553629,,1.0,0.0,
TSLL,Sep,-6.177581557442452,0.6308214741236251,2.0,0.0,0.10211463309029759
TSLL,Oct,-25.68886944748671,4.990719749085038,2.0,0.0,0.19427556978663804
TSLL,Nov,3.107899724002454,36.41677493765976,2.0,0.5,-5.358743552182735
TSLL,Dec,-23.191777917903433,39.38379854700354,2.0,0.5,1.3490896792479266
NVDL,Jan,52.21335014477779,,1.0,1.0,
NVDL,Feb,27.365079804540816,,1.0,1.0,
NVDL,Mar,29.5185829910543,,1.0,1.0,
NVDL,Apr,-0.9770621570324045,,1.0,0.0,
NVDL,May,55.619913005360935,,1.0,1.0,
NVDL,Jun,16.140583957428547,,1.0,1.0,
NVDL,Jul,15.072397326674803,,1.0,1.0,
NVDL,Aug,6.858495686038846,,1.0,1.0,
NVDL,Sep,-18.106352514103886,,1.0,0.0,
NVDL,Oct,-10.512677571883577,,1.0,0.0,
NVDL,Nov,21.88858317657243,,1.0,1.0,
NVDL,Dec,7.813688129153329,,1.0,0.5,
